contract-number,award-date,expiry-date,gsin,gsin-description_en,supplier-legal-name,supplier-address-city,supplier-address-prov-state,supplier-address-postal-code,supplier-address-country,organization-employee-count_en,total-contract-value,end-user-entity_en,contracting-entity-office-name_en,contracting-address-city,contracting-address-prov-state,contracting-address-postal-code,contracting-address-country
EN929-190177-001-QCN,2019-06-20T00:00:00Z,2020-05-31T00:00:00Z,T014AK,"Printing, Offset, Small, up to 19 X 26 - Informational, Process Colour - 2",Les Impressions Verreault,Matane,Quebec,G4W3M6,Canada,1 to 4 employees,163265,Public Works and Government Services Canada,DCRC / ADMINISTRATION,MATANE,Quebec,G4W4N3,Canada
EN929-191247-001-LS,2020-02-19T00:00:00Z,2020-03-31T00:00:00Z,V001A,Freight and Cargo Services,FIRST TEAM TRANSPORT INC.,Toronto,Ontario,M9W6A9,Canada,20 to 49 employees,620866,Public Works and Government Services Canada,DCRC / ADMINISTRATION,MATANE,Quebec,G4W4N3,Canada
EN929-192145-001-ZQ,2019-05-14T00:00:00Z,2021-03-31T00:00:00Z,R010A,Internal and External Audits (Supply Arrangement PASS),MNP LLP,Toronto,Ontario,M5H2G4,Canada,2500 to 4999 employees,555807,Public Works and Government Services Canada,DCRC / ADMINISTRATION,MATANE,Quebec,G4W4N3,Canada
EN929-200452-001-VAN,2019-07-05T00:00:00Z,2022-07-31T00:00:00Z,N7025,ADP Input-Output and Storage Devices,"BancTec (Canada), Inc.",Markham,Ontario,L3R6H3,Canada,100 to 199 employees,602653,Public Works and Government Services Canada,DCRC / ADMINISTRATION,MATANE,Quebec,G4W4N3,Canada
EN929-202180-001-VAN,2020-03-11T00:00:00Z,2023-03-31T00:00:00Z,N7025,ADP Input-Output and Storage Devices,NIMBLE INFORMATION STRATEGIES INC.,Aurora,Ontario,L4G3V1,Canada,50 to 99 employees,30352,Public Works and Government Services Canada,DCRC / ADMINISTRATION,MATANE,Quebec,G4W4N3,Canada
EN950-170051-001-ZF,2019-08-01T00:00:00Z,2020-08-20T00:00:00Z,R109D,Translation Services,GAT INTL. LOCALIZATION SERVICES INC.,Montreal,Quebec,H3A3C8,Canada,20 to 49 employees,331017,Public Works and Government Services Canada,PARLIAMENTARY DOCUMENTS,OTTAWA,Ontario,K1A0S5,Canada
EN950-170052-001-ZF,2019-08-01T00:00:00Z,2020-08-20T00:00:00Z,R109D,Translation Services,TRADUCTIONS DIAPASON INC.,Morin-Heights,Quebec,J0R1H0,Canada,1 to 4 employees,331017,Public Works and Government Services Canada,PARLIAMENTARY DOCUMENTS,OTTAWA,Ontario,K1A0S5,Canada
EN950-170054-001-ZF,2019-05-03T00:00:00Z,2020-07-30T00:00:00Z,R109D,Translation Services,Daniel Charron,Beaumont (QC),Quebec,G0R1C0,Canada,1 to 4 employees,293187,Public Works and Government Services Canada,PARLIAMENTARY DOCUMENTS,OTTAWA,Ontario,K1A0S5,Canada
EN950-170055-001-ZF,2019-08-19T00:00:00Z,2019-08-20T00:00:00Z,R109D,Translation Services,TECHNI-TEXTES INC.,St-Hubert,Quebec,J3Y5W5,Canada,1 to 4 employees,310329,Public Works and Government Services Canada,PARLIAMENTARY DOCUMENTS,OTTAWA,Ontario,K1A0S5,Canada
EN950-170055-002-ZF,2019-08-19T00:00:00Z,2020-08-20T00:00:00Z,R109D,Translation Services,Daniel Lalande,Trois-Rivières,Quebec,G8Y3W2,Canada,Self-employed,331017,Public Works and Government Services Canada,PARLIAMENTARY DOCUMENTS,OTTAWA,Ontario,K1A0S5,Canada
EN950-170099-001-ZF,2019-08-20T00:00:00Z,2020-10-23T00:00:00Z,R109D,Translation Services,Les Traductions Tessier S.C.C.,Gatineau,Quebec,J8X3X4,Canada,20 to 49 employees,196608,Public Works and Government Services Canada,PARLIAMENTARY DOCUMENTS,OTTAWA,Ontario,K1A0S5,Canada
EN950-170151-001-ZF,2019-12-10T00:00:00Z,2020-01-21T00:00:00Z,R109D,Translation Services,Mégalexis communications Inc.,Montréal,Quebec,H3A1E7,Canada,50 to 99 employees,457025,Public Works and Government Services Canada,PARLIAMENTARY DOCUMENTS,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-001-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,3242447 Canada Inc.,Ottawa,Ontario,K1C2M6,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-002-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,4016017 Canada Inc.,Gatineau,Quebec,J9A3B2,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-003-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,4164741 CANADA INC.,Pointe-Claire,Quebec,H9S4Z8,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-004-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,4180801 CANADA INC,Ottawa,Ontario,K1B3G6,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-005-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,914078 Ontario Inc.,Ottawa,Ontario,K2P1C8,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-006-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,A2B COMMUNICATION LTD.,Winnipeg,Manitoba,R3T4M1,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-007-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Alan A  Moorhead,Toronto,Ontario,M5B2H9,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-008-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Beaudry Albert,Montréal,Quebec,H3T1S2,Canada,Self-employed,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-009-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Alison Roy,Beaconsfield,Quebec,H9W3A7,Canada,Self-employed,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-010-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Alpha traduction et interprétation inc,Québec,Quebec,G3J1K1,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-011-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,André Moreau & Associates Inc.,Toronto,Ontario,M5A1N0,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-012-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,ANNA FIECHTER,Gibsons,British Columbia,V0N1V4,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-013-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Anne Farkas,Montréal,Quebec,H2T3A1,Canada,Self-employed,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-014-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Anne Rogier inc.,Sillery,Quebec,G1S1B2,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-015-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Ariane Dind,Ottawa,Ontario,K1S2S4,Canada,Self-employed,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-017-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Bernadette Blain,Montréal,Quebec,H2S2Y1,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-018-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Bryce Graham,Ottawa,Ontario,K2P0E2,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-019-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,CARLA E KOCH,North Vancouver,British Columbia,V7N2L1,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-020-ZF,2019-05-14T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,CAROL CARD,Ottawa,Ontario,K1Y1M7,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-021-ZF,2019-05-14T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Carole Levesque,Gatineau,Quebec,J8T7L7,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-022-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Carole Chénier,Ottawa,Ontario,K1M1W3,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-023-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Carole Savard,Gatineau,Quebec,J9J3A3,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-024-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Caroline Napier,Toronto,Ontario,M8V2L1,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-025-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Caroline Schutze,Montreal,Quebec,H2E2W3,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-026-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Cécile Fortier,OTTAWA,Ontario,K1G6M5,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-027-ZF,2019-05-14T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Ceri Bellinger,Kanata,Ontario,K2L1Z6,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-028-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Charles Takwi,Gatineau,Quebec,J8Z1G5,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-029-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Christiane Kraushaar,Montréal,Quebec,H2T1J9,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-030-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Christiane Savoie,Moncton,New Brunswick,E1C5X9,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-031-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Claire Breton,Ottawa,Ontario,K4B1H9,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-032-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Claudette Branchard,Wakefield,Quebec,J0X3G0,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-033-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Communication Diode inc.,Val-David,Quebec,J0T2N0,Canada,Self-employed,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-034-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,COMMUNICATIONS TAKATO INC. - TAKATO COMMUNICATIONS INC.,OUTREMONT,Quebec,H2V3W1,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-035-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Corinne Ardon,Ottawa,Ontario,K1N9H5,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-036-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,DAPHNE MILLER-BEAUROY,Toronto,Ontario,M5S1L7,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-037-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,de montmollin interpretation serv,Toronto,Ontario,M4T1J3,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-038-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Denise Bourgeois,Montreal,Quebec,H3S2N1,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-039-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Donald Sugden,Outremont,Quebec,H2V2P9,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-040-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Doron Horowitz,Toronto,Ontario,M5B2H9,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-041-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Emmanuel Herique,Victoria,British Columbia,V8V3H5,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-042-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,EVA RICHTER-WILDE,Montreal,Quebec,H3J2Z5,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-043-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,FABIENNE YOUSSEF,Ottawa,Ontario,K1N5B9,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-044-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Fabrice Cadieux Language Services Inc.,Toronto,Ontario,M4V1N6,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-045-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Francine Roy,Gatineau,Quebec,J9A1T2,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-046-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Genevieve Wright,Canmore,Alberta,T1W1E8,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-047-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Gila Sperer,Ottawa,Ontario,K1Y3N7,Canada,Self-employed,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-048-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,godfrey tanku,ottawa,Ontario,K2J1M9,Canada,Self-employed,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-049-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,ICI International Conference Interpreters,Oakville,Ontario,L6J1E5,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-050-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Hélène Couture MacTavish,Ottawa,Ontario,K1S2H5,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-051-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Helene Rochon,La Conception,Quebec,J0T1M0,Canada,Self-employed,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-052-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Henri Bagdadi,Ottawa,Ontario,K1G4J4,Canada,Self-employed,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-053-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Irlinger Christine,Montreal,Quebec,H2V2P3,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-054-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Irvine Interpretation Inc,Ottawa,Ontario,K1J9M9,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-055-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Jacques Audet,Ottawa,Ontario,K2P1B2,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-057-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,JEAN-MARIE CROCHET,Ottawa,Ontario,K2P2G2,Canada,Self-employed,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-058-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Jeff Staflund,Moncton,New Brunswick,E1C5V8,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-059-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Jenny Pellerin-Loring,Ottawa,Ontario,K4A1H4,Canada,Self-employed,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-060-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,John Duff,Québec,Quebec,G1R1A9,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-061-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Josée Beauregard,Outremont,Quebec,H2V3X7,Canada,Self-employed,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-062-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Josette Duchesne,Gatineau,Quebec,J8T2W3,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-063-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,Julie West,Lombardy,Ontario,K0G1L0,Canada,Self-employed,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-064-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,KARINE ROSSBACH COMMUNICATIONS INC.,East York,Ontario,M4J2P9,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
EN960-192231-065-ZF,2019-05-03T00:00:00Z,2020-06-30T00:00:00Z,R109B,Language Interpretation Services,L. Craig Pollock Consultants Inc.,Ottawa,Ontario,K1T0C7,Canada,1 to 4 employees,100000,Public Works and Government Services Canada,CONFERENCE INTERPRETATION,OTTAWA,Ontario,K1A0S5,Canada
